jobtitle,scale_e,scale_n,scale_t,scale_j,satisfied
Wholesale Manager,17,13,15,21,1
Wholesale Manager,9,18,13,25,0
Wholesale Manager,27,23,23,20,0
Wholesale Manager,26,17,14,16,1
Wholesale Manager,21,11,27,19,1
Wholesale Manager,14,7,20,24,0
Wholesale Manager,26,17,21,19,1
Wholesale Manager,30,13,29,15,1
Wholesale Manager,18,13,12,14,0
Wholesale Manager,27,14,16,26,1
Wholesale Manager,24,18,25,19,1
Wholesale Manager,12,9,26,26,1
Wholesale Manager,32,21,27,20,1
Wholesale Manager,10,17,6,22,0
Wholesale Manager,30,19,24,18,1
Wholesale Manager,29,11,28,26,1
Wholesale Manager,27,15,23,20,1
Wholesale Manager,10,12,22,20,0
Wholesale Manager,16,12,29,14,0
Wholesale Manager,27,12,28,32,1
Wholesale Manager,19,11,29,28,1
Wholesale Manager,19,15,25,12,1
Wholesale Manager,17,22,24,13,1
Wholesale Manager,26,4,27,26,0
Wholesale Manager,30,7,28,29,1
Wholesale Manager,17,15,26,18,1
Wholesale Manager,26,18,13,16,1
Wholesale Manager,29,11,29,28,1
Wholesale Manager,29,18,30,28,1
Wholesale Manager,17,16,29,19,0
Wholesale Manager,30,18,24,28,1
Wholesale Manager,26,22,26,19,0
Wholesale Manager,20,21,23,23,0
Wholesale Manager,8,28,20,4,0
Wholesale Manager,26,11,17,20,1
Wholesale Manager,27,16,26,29,1
Wholesale Manager,24,19,17,13,1
Wholesale Manager,12,31,8,32,0
Wholesale Manager,26,9,29,33,1
Wholesale Manager,7,16,27,21,1
Wholesale Manager,26,16,18,8,0
Wholesale Manager,32,20,24,21,1
Wholesale Manager,20,21,8,6,0
Wholesale Manager,14,19,21,24,1
Wholesale Manager,32,21,16,12,0
Wholesale Manager,17,15,14,17,1
Wholesale Manager,19,8,24,29,1
Wholesale Manager,21,10,32,21,0
Wholesale Manager,22,13,31,31,1
Wholesale Manager,16,12,28,8,1
Wholesale Manager,18,9,5,24,0
Wholesale Manager,13,11,24,13,0
Wholesale Manager,25,14,26,10,0
Wholesale Manager,29,18,15,13,1
Wholesale Manager,20,18,4,20,0
Wholesale Manager,34,17,27,16,1
Wholesale Manager,25,5,24,28,0
Wholesale Manager,15,15,16,16,0
Wholesale Manager,23,6,27,27,1
Wholesale Manager,21,16,25,23,1
Wholesale Manager,22,10,28,23,1
Wholesale Manager,21,13,30,15,0
Wholesale Manager,18,17,28,24,0
Wholesale Manager,30,5,30,30,1
Wholesale Manager,14,12,20,25,1
Wholesale Manager,31,11,25,14,1
Wholesale Manager,30,22,3,5,1
Wholesale Manager,28,19,26,28,1
Wholesale Manager,27,15,21,22,0
Wholesale Manager,22,13,20,14,0
Wholesale Manager,20,12,22,27,1
Wholesale Manager,22,8,23,28,0
Wholesale Manager,7,7,26,26,0
Wholesale Manager,23,24,17,15,0
HR manager,20,17,8,32,1
HR manager,30,9,25,26,1
HR manager,19,15,23,27,1
HR manager,25,19,12,21,1
HR manager,31,6,31,14,1
HR manager,27,22,23,28,1
HR manager,27,7,28,25,1
HR manager,20,23,15,11,1
HR manager,21,19,25,21,1
HR manager,4,8,10,26,0
HR manager,28,22,7,29,1
HR manager,14,17,21,25,0
HR manager,26,19,14,17,0
HR manager,25,7,28,30,0
HR manager,28,7,19,34,1
HR manager,26,12,21,20,1
HR manager,30,18,12,12,1
HR manager,25,24,10,8,1
HR manager,22,5,17,23,1
HR manager,27,8,24,28,1
HR manager,13,21,7,17,0
HR manager,11,7,17,24,0
HR manager,23,7,28,31,1
HR manager,22,12,29,26,1
HR manager,17,27,19,13,1
HR manager,15,22,23,8,0
HR manager,14,19,26,17,1
HR manager,13,26,16,22,1
HR manager,11,8,5,19,1
HR manager,24,24,28,27,1
HR manager,17,15,30,19,1
HR manager,23,15,20,21,1
HR manager,28,19,31,22,1
HR manager,23,17,18,17,1
HR manager,33,20,20,18,1
HR manager,24,3,13,26,0
HR manager,26,13,21,17,1
HR manager,28,21,17,15,1
HR manager,9,13,17,28,1
HR manager,13,6,14,29,0
HR manager,34,10,17,28,1
HR manager,24,11,26,30,1
HR manager,27,17,19,25,1
HR manager,23,15,15,18,1
HR manager,27,24,20,16,0
HR manager,9,8,15,26,1
HR manager,31,12,12,23,1
HR manager,20,16,14,16,1
HR manager,29,8,20,13,1
HR manager,23,19,16,23,1
HR manager,31,13,23,20,0
HR manager,15,26,12,17,1
HR manager,29,19,24,26,1
HR manager,21,10,7,18,0
HR manager,17,7,19,12,1
HR manager,28,16,19,24,1
HR manager,28,17,27,26,1
HR manager,12,22,19,8,0
HR manager,26,13,23,25,1
HR manager,28,16,21,17,1
HR manager,12,23,19,16,0
HR manager,14,21,16,19,1
HR manager,19,18,20,19,1
HR manager,22,15,13,25,1
HR manager,15,13,32,14,1
HR manager,29,16,18,24,1
HR manager,15,7,27,27,1
HR manager,25,8,22,28,0
HR manager,13,10,20,33,1
HR manager,17,7,15,32,1
HR manager,10,6,15,32,1
HR manager,19,20,14,17,0
HR manager,27,25,14,10,1
HR manager,25,17,8,18,1
HR manager,22,5,15,28,1
HR manager,25,15,22,26,0
HR manager,27,18,25,8,0
HR manager,8,18,9,20,0
HR manager,28,13,28,30,1
HR manager,16,17,14,24,1
HR manager,21,8,16,26,1
HR manager,24,7,22,32,1
HR manager,31,26,10,11,1
HR manager,17,16,19,23,1
HR manager,16,16,29,26,0
HR manager,13,28,17,17,0
HR manager,19,15,19,27,0
HR manager,28,26,1,14,1
HR manager,30,20,9,13,1
HR manager,24,14,18,21,0
HR manager,27,6,27,16,1
HR manager,25,24,12,17,1
HR manager,19,17,16,17,0
HR manager,15,23,11,12,0
HR manager,5,24,20,16,1
HR manager,21,11,12,18,1
HR manager,18,16,21,17,1
HR manager,20,20,15,13,1
HR manager,28,22,13,15,1
HR manager,20,17,17,13,1
HR manager,22,15,20,25,0
HR manager,20,18,2,22,1
HR manager,16,17,8,22,0
HR manager,21,14,23,23,1
HR manager,14,11,14,22,0
HR manager,19,25,17,12,1
HR manager,28,20,17,14,1
HR manager,33,19,27,22,1
HR manager,27,6,22,30,1
HR manager,30,18,28,7,1
HR manager,23,12,29,13,1
HR manager,19,10,14,23,0
HR manager,8,10,26,34,0
HR manager,21,14,21,25,0
HR manager,20,10,22,26,1
HR manager,13,2,31,30,1
HR manager,26,29,12,9,1
HR manager,28,20,28,22,1
HR manager,17,23,16,16,0
HR manager,17,21,5,17,0
HR manager,23,22,14,24,1
HR manager,24,21,24,16,1
HR manager,14,10,14,22,0
HR manager,24,14,11,21,0
HR manager,23,17,23,16,1
HR manager,19,13,20,25,1
HR manager,21,15,26,19,0
HR manager,29,13,20,22,1
HR manager,12,15,12,21,1
HR manager,31,16,19,11,1
HR manager,15,11,29,21,1
HR manager,18,5,24,26,0
HR manager,5,11,19,16,1
HR manager,29,11,22,21,0
HR manager,23,7,32,29,1
HR manager,30,16,10,17,0
HR manager,26,14,17,28,1
HR manager,23,22,11,11,1
HR manager,19,15,20,23,0
HR manager,27,8,19,14,1
HR manager,16,20,27,11,1
HR manager,18,6,10,25,1
HR manager,17,24,8,14,1
HR manager,20,15,24,29,0
HR manager,15,15,29,18,0
HR manager,24,4,23,26,1
HR manager,10,10,14,28,1
HR manager,31,17,16,12,1
HR manager,27,5,30,21,1
HR manager,32,18,24,5,0
HR manager,31,18,19,17,1
HR manager,13,18,5,14,0
HR manager,22,6,23,32,1
HR manager,25,4,27,32,1
HR manager,16,17,10,26,0
HR manager,17,15,3,19,1
HR manager,3,14,20,20,0
HR manager,23,13,24,24,1
HR manager,22,9,27,28,1
HR manager,9,17,17,17,0
HR manager,26,11,28,13,1
HR manager,27,25,12,8,1
HR manager,20,8,21,25,1
HR manager,32,17,23,25,1
HR manager,30,12,24,26,1
HR manager,22,17,17,18,1
HR manager,14,18,18,27,1
HR manager,10,13,17,26,0
HR manager,28,25,18,11,1
HR manager,24,8,27,24,1
HR manager,21,18,17,18,1
HR manager,15,10,22,22,1
HR manager,31,27,6,4,1
HR manager,25,9,20,18,1
HR manager,2,21,14,8,1
HR manager,26,22,11,11,0
HR manager,21,12,21,17,1
HR manager,19,29,5,8,1
HR manager,18,17,20,24,1
HR manager,27,17,21,20,0
HR manager,26,7,8,8,0
HR manager,8,13,24,13,0
HR manager,19,7,23,31,1
HR manager,18,12,17,29,0
HR manager,24,15,31,21,0
HR manager,19,15,23,22,0
HR manager,24,19,13,14,0
HR manager,27,16,15,20,1
HR manager,22,23,11,10,0
HR manager,20,12,13,17,0
HR manager,11,21,17,14,1
HR manager,20,18,22,20,0
HR manager,28,15,19,19,1
HR manager,20,7,19,25,1
HR manager,15,4,20,26,1
HR manager,20,10,29,26,0
HR manager,17,14,29,30,1
HR manager,14,15,23,21,1
HR manager,21,25,21,22,1
HR manager,21,4,18,30,1
HR manager,32,6,16,30,1
HR manager,31,25,24,8,1
HR manager,27,14,26,11,1
HR manager,27,11,12,27,1
HR manager,23,14,10,23,0
HR manager,15,12,11,25,1
HR manager,28,25,16,17,1
HR manager,17,2,26,27,0
HR manager,31,19,19,11,1
HR manager,16,8,15,26,1
HR manager,15,13,23,24,1
HR manager,24,10,24,30,1
HR manager,34,15,21,28,1
HR manager,22,9,13,24,0
HR manager,22,19,15,26,0
HR manager,9,14,18,12,1
HR manager,24,22,25,19,1
HR manager,29,12,26,26,1
HR manager,28,7,23,25,1
HR manager,18,15,13,17,1
HR manager,18,25,9,12,0
HR manager,21,17,22,9,1
HR manager,13,4,24,27,1
Account/Sales Manager,26,14,16,13,0
Account/Sales Manager,14,15,14,12,1
Account/Sales Manager,18,13,24,17,1
Account/Sales Manager,19,12,24,24,1
Account/Sales Manager,11,3,19,32,0
Account/Sales Manager,25,9,17,21,1
Account/Sales Manager,23,15,21,26,1
Account/Sales Manager,33,11,8,8,1
Account/Sales Manager,20,10,27,23,0
Account/Sales Manager,27,13,26,13,1
Account/Sales Manager,29,17,14,15,1
Account/Sales Manager,30,15,25,27,1
Account/Sales Manager,25,9,24,28,1
Account/Sales Manager,29,11,29,17,0
Account/Sales Manager,4,7,28,22,0
Account/Sales Manager,30,12,22,14,1
Account/Sales Manager,15,10,11,14,0
Account/Sales Manager,31,15,28,11,0
Account/Sales Manager,25,12,20,19,1
Account/Sales Manager,22,18,12,23,1
Account/Sales Manager,28,15,26,31,1
Account/Sales Manager,12,12,16,18,0
Account/Sales Manager,19,9,17,19,1
Account/Sales Manager,27,12,18,18,1
Account/Sales Manager,20,15,16,21,0
Account/Sales Manager,25,15,25,20,1
Account/Sales Manager,30,14,24,19,1
Account/Sales Manager,24,5,23,26,1
Account/Sales Manager,21,10,28,30,1
Account/Sales Manager,12,20,10,21,1
Account/Sales Manager,29,8,27,32,1
Account/Sales Manager,18,9,19,22,0
Account/Sales Manager,23,7,28,28,1
Account/Sales Manager,29,13,23,19,1
Account/Sales Manager,32,7,30,29,0
Account/Sales Manager,31,14,26,25,1
Account/Sales Manager,21,16,13,7,0
Account/Sales Manager,28,16,31,25,1
Account/Sales Manager,14,14,16,25,1
Account/Sales Manager,27,9,24,28,1
Account/Sales Manager,31,15,13,22,0
Account/Sales Manager,31,27,14,12,1
Account/Sales Manager,22,11,7,25,1
Account/Sales Manager,4,11,22,21,1
Account/Sales Manager,25,20,16,9,0
Account/Sales Manager,25,29,13,15,1
Account/Sales Manager,29,9,22,26,1
Account/Sales Manager,33,14,19,24,1
Account/Sales Manager,26,15,29,9,1
Account/Sales Manager,18,14,14,19,0
Account/Sales Manager,8,18,16,8,0
Account/Sales Manager,28,13,10,22,1
Account/Sales Manager,27,17,22,20,1
Account/Sales Manager,26,17,20,13,0
Account/Sales Manager,23,8,24,27,1
Account/Sales Manager,28,11,29,28,1
Account/Sales Manager,12,14,24,16,0
Account/Sales Manager,30,8,24,26,1
Account/Sales Manager,19,8,28,29,1
Account/Sales Manager,19,17,12,12,0
Account/Sales Manager,25,10,14,18,1
