jobtitle,psychotype,satisfied
Account/Sales Manager,ISFJ,1
Account/Sales Manager,ISFJ,0
Account/Sales Manager,ISFJ,0
Account/Sales Manager,ISFJ,0
Account/Sales Manager,ISFJ,0
Account/Sales Manager,ISFJ,0
Account/Sales Manager,ISFJ,0
Account/Sales Manager,ISFJ,0
Account/Sales Manager,ISFJ,0
Account/Sales Manager,ISFJ,0
Account/Sales Manager,ISFJ,0
Account/Sales Manager,ISFJ,0
Account/Sales Manager,ISFJ,0
Account/Sales Manager,ISFJ,0
Account/Sales Manager,ISFJ,0
Account/Sales Manager,ISFJ,0
Account/Sales Manager,ISFJ,0
Account/Sales Manager,ISFJ,0
Account/Sales Manager,ISFJ,0
Account/Sales Manager,ISFJ,0
Account/Sales Manager,ISFJ,0
Account/Sales Manager,ISFJ,0
Account/Sales Manager,ISFJ,0
Account/Sales Manager,ISFJ,0
Account/Sales Manager,ISFJ,0
Account/Sales Manager,ISFJ,0
Account/Sales Manager,ISFJ,0
Accountant,ISFJ,1
Accountant,ISFJ,1
Accountant,ISFJ,1
Accountant,ISFJ,1
Accountant,ISFJ,1
Accountant,ISFJ,1
Accountant,ISFJ,1
Accountant,ISFJ,1
Accountant,ISFJ,1
Accountant,ISFJ,1
Accountant,ISFJ,1
Accountant,ISFJ,1
Accountant,ISFJ,1
Accountant,ISFJ,1
Accountant,ISFJ,1
Accountant,ISFJ,1
Accountant,ISFJ,1
Accountant,ISFJ,1
Accountant,ISFJ,1
Accountant,ISFJ,1
Accountant,ISFJ,1
Accountant,ISFJ,1
Accountant,ISFJ,1
Accountant,ISFJ,1
Accountant,ISFJ,1
Accountant,ISFJ,1
Accountant,ISFJ,1
Accountant,ISFJ,1
Accountant,ISFJ,1
Accountant,ISFJ,1
Accountant,ISFJ,1
Accountant,ISFJ,1
Accountant,ISFJ,0
Accountant,ISFJ,0
Accountant,ISFJ,0
Accountant,ISFJ,0
Accountant,ISFJ,0
Accountant,ISFJ,0
Accountant,ISFJ,0
Accountant,ISFJ,0
Accountant,ISFJ,0
Accountant,ISFJ,0
Accountant,ISFJ,0
Accountant,ISFJ,0
Accountant,ISFJ,0
Accountant,ISFJ,0
Accountant,ISFJ,0
Accountant,ISFJ,0
Accountant,ISFJ,0
Accountant,ISFJ,0
Administrator of the trading floor,ISFJ,1
Administrator of the trading floor,ISFJ,1
Administrator of the trading floor,ISFJ,1
Administrator of the trading floor,ISFJ,0
Analyst,ISFJ,1
Analyst,ISFJ,1
Analyst,ISFJ,1
Analyst,ISFJ,1
Analyst,ISFJ,1
Analyst,ISFJ,1
Analyst,ISFJ,1
Analyst,ISFJ,1
Analyst,ISFJ,0
Analyst,ISFJ,0
Analyst,ISFJ,0
Analyst,ISFJ,0
Brand manager,ISFJ,1
Brand manager,ISFJ,1
Brand manager,ISFJ,0
Brand manager,ISFJ,0
Brand manager,ISFJ,0
Businessman,ISFJ,1
Businessman,ISFJ,1
Businessman,ISFJ,1
Businessman,ISFJ,0
Chief Executive Officer (CEO),ISFJ,1
Chief Executive Officer (CEO),ISFJ,1
Chief Financial Officer,ISFJ,1
Chief Financial Officer,ISFJ,1
Chief Financial Officer,ISFJ,1
Chief Financial Officer,ISFJ,1
Chief Financial Officer,ISFJ,0
Chief Financial Officer,ISFJ,0
Commercial Director,ISFJ,1
Consultant,ISFJ,1
Consultant,ISFJ,1
Consultant,ISFJ,1
Consultant,ISFJ,1
Consultant,ISFJ,1
Consultant,ISFJ,1
Consultant,ISFJ,1
Consultant,ISFJ,1
Consultant,ISFJ,1
Consultant,ISFJ,1
Consultant,ISFJ,0
Consultant,ISFJ,0
Designer,ISFJ,1
Designer,ISFJ,1
Designer,ISFJ,1
Designer,ISFJ,1
Designer,ISFJ,1
Designer,ISFJ,1
Designer,ISFJ,0
Designer,ISFJ,0
Designer,ISFJ,0
Designer,ISFJ,0
Designer,ISFJ,0
Designer,ISFJ,0
Director of Security,ISFJ,1
Economist,ISFJ,1
Economist,ISFJ,1
Economist,ISFJ,1
Economist,ISFJ,1
Economist,ISFJ,1
Economist,ISFJ,1
Economist,ISFJ,1
Economist,ISFJ,1
Economist,ISFJ,1
Economist,ISFJ,1
Economist,ISFJ,1
Economist,ISFJ,1
Economist,ISFJ,1
Economist,ISFJ,1
Economist,ISFJ,1
Economist,ISFJ,1
Economist,ISFJ,1
Economist,ISFJ,1
Economist,ISFJ,1
Economist,ISFJ,0
Economist,ISFJ,0
Economist,ISFJ,0
Economist,ISFJ,0
Economist,ISFJ,0
Economist,ISFJ,0
Economist,ISFJ,0
Economist,ISFJ,0
Economist,ISFJ,0
Economist,ISFJ,0
Economist,ISFJ,0
Economist,ISFJ,0
Economist,ISFJ,0
Economist,ISFJ,0
Economist,ISFJ,0
Economist,ISFJ,0
Economist,ISFJ,0
Facility guard,ISFJ,1
Foreman (manufacturing),ISFJ,0
Foreman (manufacturing),ISFJ,0
HR manager,ISFJ,1
HR manager,ISFJ,1
HR manager,ISFJ,1
HR manager,ISFJ,1
HR manager,ISFJ,1
HR manager,ISFJ,1
HR manager,ISFJ,1
HR manager,ISFJ,1
HR manager,ISFJ,1
HR manager,ISFJ,1
HR manager,ISFJ,1
HR manager,ISFJ,1
HR manager,ISFJ,1
HR manager,ISFJ,1
HR manager,ISFJ,1
HR manager,ISFJ,1
HR manager,ISFJ,1
HR manager,ISFJ,1
HR manager,ISFJ,1
HR manager,ISFJ,0
HR manager,ISFJ,0
HR manager,ISFJ,0
HR manager,ISFJ,0
HR manager,ISFJ,0
HR manager,ISFJ,0
HR manager,ISFJ,0
HR manager,ISFJ,0
HR manager,ISFJ,0
HR manager,ISFJ,0
HR manager,ISFJ,0
HR manager,ISFJ,0
HR manager,ISFJ,0
HR manager,ISFJ,0
HR manager,ISFJ,0
HR manager,ISFJ,0
Head (Finance/Law),ISFJ,0
Head (Finance/Law),ISFJ,0
Head (engineering/manufacturing),ISFJ,0
Head (medicine/education),ISFJ,1
Head (medicine/education),ISFJ,1
Head (medicine/education),ISFJ,1
Head (medicine/education),ISFJ,1
Head (medicine/education),ISFJ,1
Head (medicine/education),ISFJ,1
Head (medicine/education),ISFJ,0
Head (personnel/public administration),ISFJ,1
Head (personnel/public administration),ISFJ,1
Head (personnel/public administration),ISFJ,1
Head (personnel/public administration),ISFJ,1
Head (personnel/public administration),ISFJ,1
Head (personnel/public administration),ISFJ,1
Head (personnel/public administration),ISFJ,1
Head (personnel/public administration),ISFJ,0
Head (personnel/public administration),ISFJ,0
Head (trade/mediation),ISFJ,1
Head (trade/mediation),ISFJ,1
Head (trade/mediation),ISFJ,1
Head (trade/mediation),ISFJ,1
Head (trade/mediation),ISFJ,1
Head (trade/mediation),ISFJ,1
Head (trade/mediation),ISFJ,1
Head (trade/mediation),ISFJ,1
Head (trade/mediation),ISFJ,1
Head (trade/mediation),ISFJ,1
Head (trade/mediation),ISFJ,1
Head (trade/mediation),ISFJ,1
Head (trade/mediation),ISFJ,1
Head (trade/mediation),ISFJ,1
Head (trade/mediation),ISFJ,1
Head (trade/mediation),ISFJ,1
Head (trade/mediation),ISFJ,1
Head (trade/mediation),ISFJ,1
Head (trade/mediation),ISFJ,1
Head (trade/mediation),ISFJ,1
Head (trade/mediation),ISFJ,1
Head (trade/mediation),ISFJ,1
Head (trade/mediation),ISFJ,1
Head (trade/mediation),ISFJ,1
Head (trade/mediation),ISFJ,1
Head (trade/mediation),ISFJ,1
Head (trade/mediation),ISFJ,1
Head (trade/mediation),ISFJ,1
Head (trade/mediation),ISFJ,1
Head (trade/mediation),ISFJ,1
Head (trade/mediation),ISFJ,1
Head (trade/mediation),ISFJ,1
Head (trade/mediation),ISFJ,1
Head (trade/mediation),ISFJ,1
Head (trade/mediation),ISFJ,1
Head (trade/mediation),ISFJ,1
Head (trade/mediation),ISFJ,1
Head (trade/mediation),ISFJ,1
Head (trade/mediation),ISFJ,1
Head (trade/mediation),ISFJ,1
Head (trade/mediation),ISFJ,1
Head (trade/mediation),ISFJ,1
Head (trade/mediation),ISFJ,0
Head (trade/mediation),ISFJ,0
Head (trade/mediation),ISFJ,0
Head (trade/mediation),ISFJ,0
Head (trade/mediation),ISFJ,0
Head (trade/mediation),ISFJ,0
Head (trade/mediation),ISFJ,0
Head (trade/mediation),ISFJ,0
Head (trade/mediation),ISFJ,0
Head (trade/mediation),ISFJ,0
Head (trade/mediation),ISFJ,0
Head (trade/mediation),ISFJ,0
Head (trade/mediation),ISFJ,0
Head (trade/mediation),ISFJ,0
Head of Department,ISFJ,1
Head of Department,ISFJ,1
Head of Department,ISFJ,1
Head of Department,ISFJ,1
Head of Department,ISFJ,1
Head of Department,ISFJ,1
Head of Department,ISFJ,1
Head of Department,ISFJ,1
Head of Department,ISFJ,1
Head of Department,ISFJ,1
Head of Department,ISFJ,0
Head of Department,ISFJ,0
Head of Department,ISFJ,0
Head of Department,ISFJ,0
Head of Department,ISFJ,0
Head of Department,ISFJ,0
Head of Department,ISFJ,0
IT manager,ISFJ,1
IT manager,ISFJ,1
IT manager,ISFJ,1
IT manager,ISFJ,0
Journalist,ISFJ,1
Journalist,ISFJ,1
Lawyer,ISFJ,1
Lawyer,ISFJ,1
Lawyer,ISFJ,1
Lawyer,ISFJ,0
Lawyer,ISFJ,0
Lawyer,ISFJ,0
Lawyer,ISFJ,0
Logistics Manager,ISFJ,1
Logistics Manager,ISFJ,0
Marketing/Advertising Director,ISFJ,1
Marketing/Advertising Director,ISFJ,1
Marketing/Advertising Director,ISFJ,1
Marketing/Advertising Director,ISFJ,1
Marketing/Advertising Director,ISFJ,1
Marketing/Advertising Director,ISFJ,0
Marketing/Advertising Director,ISFJ,0
Marketing/Advertising Director,ISFJ,0
Marketing/Advertising Director,ISFJ,0
Marketing/Advertising Director,ISFJ,0
Marketing/Advertising Director,ISFJ,0
Marketing/Advertising Director,ISFJ,0
Marketing/Advertising Director,ISFJ,0
Office Manager,ISFJ,1
Office Manager,ISFJ,1
Office Manager,ISFJ,1
Office Manager,ISFJ,1
Office Manager,ISFJ,1
Office Manager,ISFJ,1
Office Manager,ISFJ,1
Office Manager,ISFJ,0
Office Manager,ISFJ,0
Office Manager,ISFJ,0
Office Manager,ISFJ,0
Office Manager,ISFJ,0
Office Manager,ISFJ,0
Office Manager,ISFJ,0
Office Manager,ISFJ,0
Office Manager,ISFJ,0
Office Manager,ISFJ,0
Office Manager,ISFJ,0
Office Manager,ISFJ,0
Office Manager,ISFJ,0
Operator (electrical appliances/mechanisms),ISFJ,1
Operator (electrical appliances/mechanisms),ISFJ,1
Operator (electrical appliances/mechanisms),ISFJ,1
Operator (electrical appliances/mechanisms),ISFJ,1
Operator (electrical appliances/mechanisms),ISFJ,1
Operator (electrical appliances/mechanisms),ISFJ,0
Operator (electrical appliances/mechanisms),ISFJ,0
Operator (electrical appliances/mechanisms),ISFJ,0
Operator (electrical appliances/mechanisms),ISFJ,0
PR manager,ISFJ,1
PR manager,ISFJ,1
PR manager,ISFJ,0
Programmer,ISFJ,1
Programmer,ISFJ,1
Programmer,ISFJ,1
Programmer,ISFJ,0
Programmer,ISFJ,0
Recruiter,ISFJ,1
Recruiter,ISFJ,1
Recruiter,ISFJ,1
Recruiter,ISFJ,0
Recruiter,ISFJ,0
Recruiter,ISFJ,0
Regional Manager,ISFJ,0
Retail Associate,ISFJ,1
Retail Associate,ISFJ,1
Retail Associate,ISFJ,1
Retail Associate,ISFJ,1
Retail Associate,ISFJ,1
Retail Associate,ISFJ,0
Retail Associate,ISFJ,0
Retail Associate,ISFJ,0
Retail Associate,ISFJ,0
Retail Associate,ISFJ,0
Retail Associate,ISFJ,0
Retail Associate,ISFJ,0
Sales Agent (real estate/insurance),ISFJ,1
Sales Agent (real estate/insurance),ISFJ,1
Secretary,ISFJ,1
Secretary,ISFJ,1
Secretary,ISFJ,1
Secretary,ISFJ,1
Secretary,ISFJ,1
Secretary,ISFJ,1
Secretary,ISFJ,0
Secretary,ISFJ,0
Secretary,ISFJ,0
Secretary,ISFJ,0
Secretary,ISFJ,0
Secretary,ISFJ,0
Software Tester,ISFJ,0
Software Tester,ISFJ,0
Staff trainer,ISFJ,1
Staff trainer,ISFJ,1
Staff trainer,ISFJ,1
Staff trainer,ISFJ,1
Staff trainer,ISFJ,1
Staff trainer,ISFJ,1
Staff trainer,ISFJ,0
System administrator,ISFJ,1
System administrator,ISFJ,1
System administrator,ISFJ,0
Teacher,ISFJ,1
Teacher,ISFJ,1
Teacher,ISFJ,1
Teacher,ISFJ,1
Teacher,ISFJ,1
Teacher,ISFJ,1
Teacher,ISFJ,1
Teacher,ISFJ,1
Teacher,ISFJ,1
Teacher,ISFJ,1
Teacher,ISFJ,0
Teacher,ISFJ,0
Teacher,ISFJ,0
Teacher,ISFJ,0
Wholesale Manager,ISFJ,1
Wholesale Manager,ISFJ,0
Wholesale Manager,ISFJ,0
Wholesale Manager,ISFJ,0
Account/Sales Manager,ISFP,1
Account/Sales Manager,ISFP,1
Account/Sales Manager,ISFP,0
Account/Sales Manager,ISFP,0
Account/Sales Manager,ISFP,0
Account/Sales Manager,ISFP,0
Account/Sales Manager,ISFP,0
Account/Sales Manager,ISFP,0
Account/Sales Manager,ISFP,0
Account/Sales Manager,ISFP,0
Account/Sales Manager,ISFP,0
Account/Sales Manager,ISFP,0
Account/Sales Manager,ISFP,0
Accountant,ISFP,1
Accountant,ISFP,1
Accountant,ISFP,1
Accountant,ISFP,1
Accountant,ISFP,0
Accountant,ISFP,0
Accountant,ISFP,0
Administrator of the trading floor,ISFP,0
Analyst,ISFP,1
Analyst,ISFP,0
Businessman,ISFP,1
Businessman,ISFP,1
Businessman,ISFP,1
Chief Financial Officer,ISFP,1
Commercial Director,ISFP,0
Consultant,ISFP,1
Consultant,ISFP,1
Designer,ISFP,1
Designer,ISFP,1
Designer,ISFP,1
Designer,ISFP,1
Designer,ISFP,1
Director of Development,ISFP,0
Economist,ISFP,1
Economist,ISFP,1
Economist,ISFP,1
Economist,ISFP,0
Economist,ISFP,0
Economist,ISFP,0
Economist,ISFP,0
Foreman (manufacturing),ISFP,1
Foreman (manufacturing),ISFP,0
General director,ISFP,1
General director,ISFP,1
General director,ISFP,0
HR manager,ISFP,1
HR manager,ISFP,1
HR manager,ISFP,1
HR manager,ISFP,1
HR manager,ISFP,1
HR manager,ISFP,1
HR manager,ISFP,1
HR manager,ISFP,0
Head (medicine/education),ISFP,1
Head (personnel/public administration),ISFP,1
Head (personnel/public administration),ISFP,0
Head (trade/mediation),ISFP,1
Head (trade/mediation),ISFP,1
Head (trade/mediation),ISFP,1
Head (trade/mediation),ISFP,1
Head (trade/mediation),ISFP,0
Head (trade/mediation),ISFP,0
Head (trade/mediation),ISFP,0
Head (trade/mediation),ISFP,0
Head of Department,ISFP,1
Head of Department,ISFP,1
Head of Department,ISFP,0
Head of Department,ISFP,0
Head of Department,ISFP,0
IT manager,ISFP,0
IT manager,ISFP,0
Lawyer,ISFP,1
Marketing/Advertising Director,ISFP,1
Marketing/Advertising Director,ISFP,0
Marketing/Advertising Director,ISFP,0
Office Manager,ISFP,0
Office Manager,ISFP,0
Office Manager,ISFP,0
Office Manager,ISFP,0
Office Manager,ISFP,0
Operator (electrical appliances/mechanisms),ISFP,1
Operator (electrical appliances/mechanisms),ISFP,1
Operator (electrical appliances/mechanisms),ISFP,1
Operator (electrical appliances/mechanisms),ISFP,0
Operator (electrical appliances/mechanisms),ISFP,0
PR manager,ISFP,1
PR manager,ISFP,1
PR manager,ISFP,1
Programmer,ISFP,1
Programmer,ISFP,0
Programmer,ISFP,0
Regional Manager,ISFP,1
Regional Manager,ISFP,0
Retail Associate,ISFP,1
Retail Associate,ISFP,0
Retail Associate,ISFP,0
Retail Associate,ISFP,0
Secretary,ISFP,1
Software Tester,ISFP,1
Staff trainer,ISFP,1
Staff trainer,ISFP,1
Staff trainer,ISFP,1
Staff trainer,ISFP,1
Staff trainer,ISFP,1
Staff trainer,ISFP,1
Staff trainer,ISFP,0
System administrator,ISFP,1
System administrator,ISFP,1
System administrator,ISFP,0
Teacher,ISFP,1
Teacher,ISFP,1
Teacher,ISFP,1
Teacher,ISFP,0
Wholesale Manager,ISFP,1
Wholesale Manager,ISFP,0
Wholesale Manager,ISFP,0
Account/Sales Manager,ISTJ,1
Account/Sales Manager,ISTJ,1
Account/Sales Manager,ISTJ,1
Account/Sales Manager,ISTJ,1
Account/Sales Manager,ISTJ,1
Account/Sales Manager,ISTJ,1
Account/Sales Manager,ISTJ,1
Account/Sales Manager,ISTJ,1
Account/Sales Manager,ISTJ,1
Account/Sales Manager,ISTJ,1
Account/Sales Manager,ISTJ,1
Account/Sales Manager,ISTJ,1
Account/Sales Manager,ISTJ,1
Account/Sales Manager,ISTJ,1
Account/Sales Manager,ISTJ,1
Account/Sales Manager,ISTJ,1
Account/Sales Manager,ISTJ,1
Account/Sales Manager,ISTJ,1
Account/Sales Manager,ISTJ,1
Account/Sales Manager,ISTJ,1
Account/Sales Manager,ISTJ,1
Account/Sales Manager,ISTJ,1
Account/Sales Manager,ISTJ,1
Account/Sales Manager,ISTJ,1
Account/Sales Manager,ISTJ,1
Account/Sales Manager,ISTJ,1
Account/Sales Manager,ISTJ,1
Account/Sales Manager,ISTJ,1
Account/Sales Manager,ISTJ,1
Account/Sales Manager,ISTJ,1
Account/Sales Manager,ISTJ,1
Account/Sales Manager,ISTJ,1
Account/Sales Manager,ISTJ,1
Account/Sales Manager,ISTJ,1
Account/Sales Manager,ISTJ,1
Account/Sales Manager,ISTJ,1
Account/Sales Manager,ISTJ,1
Account/Sales Manager,ISTJ,1
Account/Sales Manager,ISTJ,1
Account/Sales Manager,ISTJ,1
Account/Sales Manager,ISTJ,1
Account/Sales Manager,ISTJ,1
Account/Sales Manager,ISTJ,1
Account/Sales Manager,ISTJ,1
Account/Sales Manager,ISTJ,1
Account/Sales Manager,ISTJ,1
Account/Sales Manager,ISTJ,1
Account/Sales Manager,ISTJ,1
Account/Sales Manager,ISTJ,1
Account/Sales Manager,ISTJ,1
Account/Sales Manager,ISTJ,1
Account/Sales Manager,ISTJ,1
Account/Sales Manager,ISTJ,1
Account/Sales Manager,ISTJ,1
Account/Sales Manager,ISTJ,1
Account/Sales Manager,ISTJ,1
Account/Sales Manager,ISTJ,1
Account/Sales Manager,ISTJ,1
Account/Sales Manager,ISTJ,1
Account/Sales Manager,ISTJ,1
Account/Sales Manager,ISTJ,1
Account/Sales Manager,ISTJ,1
Account/Sales Manager,ISTJ,1
Account/Sales Manager,ISTJ,1
Account/Sales Manager,ISTJ,1
Account/Sales Manager,ISTJ,1
Account/Sales Manager,ISTJ,1
Account/Sales Manager,ISTJ,1
Account/Sales Manager,ISTJ,1
Account/Sales Manager,ISTJ,1
Account/Sales Manager,ISTJ,1
Account/Sales Manager,ISTJ,1
Account/Sales Manager,ISTJ,1
Account/Sales Manager,ISTJ,1
Account/Sales Manager,ISTJ,1
Account/Sales Manager,ISTJ,1
Account/Sales Manager,ISTJ,1
Account/Sales Manager,ISTJ,1
Account/Sales Manager,ISTJ,1
Account/Sales Manager,ISTJ,1
Account/Sales Manager,ISTJ,1
Account/Sales Manager,ISTJ,1
Account/Sales Manager,ISTJ,1
Account/Sales Manager,ISTJ,0
Account/Sales Manager,ISTJ,0
Account/Sales Manager,ISTJ,0
Account/Sales Manager,ISTJ,0
Account/Sales Manager,ISTJ,0
Account/Sales Manager,ISTJ,0
Account/Sales Manager,ISTJ,0
Account/Sales Manager,ISTJ,0
Account/Sales Manager,ISTJ,0
Account/Sales Manager,ISTJ,0
Account/Sales Manager,ISTJ,0
Account/Sales Manager,ISTJ,0
Account/Sales Manager,ISTJ,0
Account/Sales Manager,ISTJ,0
Account/Sales Manager,ISTJ,0
Account/Sales Manager,ISTJ,0
Account/Sales Manager,ISTJ,0
Account/Sales Manager,ISTJ,0
Account/Sales Manager,ISTJ,0
Account/Sales Manager,ISTJ,0
Account/Sales Manager,ISTJ,0
Account/Sales Manager,ISTJ,0
Account/Sales Manager,ISTJ,0
Account/Sales Manager,ISTJ,0
Account/Sales Manager,ISTJ,0
Account/Sales Manager,ISTJ,0
Account/Sales Manager,ISTJ,0
Account/Sales Manager,ISTJ,0
Account/Sales Manager,ISTJ,0
Account/Sales Manager,ISTJ,0
Account/Sales Manager,ISTJ,0
Account/Sales Manager,ISTJ,0
Account/Sales Manager,ISTJ,0
Account/Sales Manager,ISTJ,0
Account/Sales Manager,ISTJ,0
Account/Sales Manager,ISTJ,0
Account/Sales Manager,ISTJ,0
Account/Sales Manager,ISTJ,0
Account/Sales Manager,ISTJ,0
Account/Sales Manager,ISTJ,0
Account/Sales Manager,ISTJ,0
Account/Sales Manager,ISTJ,0
Account/Sales Manager,ISTJ,0
Account/Sales Manager,ISTJ,0
Account/Sales Manager,ISTJ,0
Account/Sales Manager,ISTJ,0
Account/Sales Manager,ISTJ,0
Account/Sales Manager,ISTJ,0
Account/Sales Manager,ISTJ,0
Account/Sales Manager,ISTJ,0
Account/Sales Manager,ISTJ,0
Account/Sales Manager,ISTJ,0
Account/Sales Manager,ISTJ,0
Account/Sales Manager,ISTJ,0
Account/Sales Manager,ISTJ,0
Account/Sales Manager,ISTJ,0
Account/Sales Manager,ISTJ,0
Account/Sales Manager,ISTJ,0
Account/Sales Manager,ISTJ,0
Account/Sales Manager,ISTJ,0
Account/Sales Manager,ISTJ,0
Account/Sales Manager,ISTJ,0
Account/Sales Manager,ISTJ,0
Account/Sales Manager,ISTJ,0
Account/Sales Manager,ISTJ,0
Account/Sales Manager,ISTJ,0
Account/Sales Manager,ISTJ,0
Account/Sales Manager,ISTJ,0
Account/Sales Manager,ISTJ,0
Account/Sales Manager,ISTJ,0
Account/Sales Manager,ISTJ,0
Account/Sales Manager,ISTJ,0
Account/Sales Manager,ISTJ,0
Account/Sales Manager,ISTJ,0
Account/Sales Manager,ISTJ,0
Account/Sales Manager,ISTJ,0
Account/Sales Manager,ISTJ,0
Account/Sales Manager,ISTJ,0
Account/Sales Manager,ISTJ,0
Account/Sales Manager,ISTJ,0
Account/Sales Manager,ISTJ,0
Account/Sales Manager,ISTJ,0
Account/Sales Manager,ISTJ,0
Accountant,ISTJ,1
Accountant,ISTJ,1
Accountant,ISTJ,1
Accountant,ISTJ,1
Accountant,ISTJ,1
Accountant,ISTJ,1
Accountant,ISTJ,1
Accountant,ISTJ,1
Accountant,ISTJ,1
Accountant,ISTJ,1
Accountant,ISTJ,1
Accountant,ISTJ,1
Accountant,ISTJ,1
Accountant,ISTJ,1
Accountant,ISTJ,1
Accountant,ISTJ,1
Accountant,ISTJ,1
Accountant,ISTJ,1
Accountant,ISTJ,1
Accountant,ISTJ,1
Accountant,ISTJ,1
Accountant,ISTJ,1
Accountant,ISTJ,1
Accountant,ISTJ,1
Accountant,ISTJ,1
Accountant,ISTJ,1
Accountant,ISTJ,1
Accountant,ISTJ,1
Accountant,ISTJ,1
Accountant,ISTJ,1
Accountant,ISTJ,1
Accountant,ISTJ,1
Accountant,ISTJ,1
Accountant,ISTJ,1
Accountant,ISTJ,1
Accountant,ISTJ,1
Accountant,ISTJ,1
Accountant,ISTJ,1
Accountant,ISTJ,1
Accountant,ISTJ,1
Accountant,ISTJ,1
Accountant,ISTJ,1
Accountant,ISTJ,1
Accountant,ISTJ,1
Accountant,ISTJ,1
Accountant,ISTJ,1
Accountant,ISTJ,1
Accountant,ISTJ,1
Accountant,ISTJ,1
Accountant,ISTJ,1
Accountant,ISTJ,1
Accountant,ISTJ,1
Accountant,ISTJ,1
Accountant,ISTJ,1
Accountant,ISTJ,1
Accountant,ISTJ,1
Accountant,ISTJ,1
Accountant,ISTJ,1
Accountant,ISTJ,1
Accountant,ISTJ,1
Accountant,ISTJ,1
Accountant,ISTJ,1
Accountant,ISTJ,1
Accountant,ISTJ,1
Accountant,ISTJ,1
Accountant,ISTJ,1
Accountant,ISTJ,1
Accountant,ISTJ,1
Accountant,ISTJ,1
Accountant,ISTJ,1
Accountant,ISTJ,1
Accountant,ISTJ,1
Accountant,ISTJ,1
Accountant,ISTJ,1
Accountant,ISTJ,1
Accountant,ISTJ,1
Accountant,ISTJ,1
Accountant,ISTJ,1
Accountant,ISTJ,1
Accountant,ISTJ,1
Accountant,ISTJ,1
Accountant,ISTJ,1
Accountant,ISTJ,1
Accountant,ISTJ,1
Accountant,ISTJ,1
Accountant,ISTJ,1
Accountant,ISTJ,1
Accountant,ISTJ,1
Accountant,ISTJ,1
Accountant,ISTJ,1
Accountant,ISTJ,1
Accountant,ISTJ,1
Accountant,ISTJ,1
Accountant,ISTJ,1
Accountant,ISTJ,1
Accountant,ISTJ,1
Accountant,ISTJ,1
Accountant,ISTJ,1
Accountant,ISTJ,1
Accountant,ISTJ,1
Accountant,ISTJ,0
Accountant,ISTJ,0
Accountant,ISTJ,0
Accountant,ISTJ,0
Accountant,ISTJ,0
Accountant,ISTJ,0
Accountant,ISTJ,0
Accountant,ISTJ,0
Accountant,ISTJ,0
Accountant,ISTJ,0
Accountant,ISTJ,0
Accountant,ISTJ,0
Accountant,ISTJ,0
Accountant,ISTJ,0
Accountant,ISTJ,0
Accountant,ISTJ,0
Accountant,ISTJ,0
Accountant,ISTJ,0
Accountant,ISTJ,0
Accountant,ISTJ,0
Accountant,ISTJ,0
Accountant,ISTJ,0
Accountant,ISTJ,0
Accountant,ISTJ,0
Accountant,ISTJ,0
Accountant,ISTJ,0
Accountant,ISTJ,0
Accountant,ISTJ,0
Administrator of the trading floor,ISTJ,1
Administrator of the trading floor,ISTJ,1
Administrator of the trading floor,ISTJ,1
Administrator of the trading floor,ISTJ,1
Administrator of the trading floor,ISTJ,1
Administrator of the trading floor,ISTJ,1
Administrator of the trading floor,ISTJ,1
Administrator of the trading floor,ISTJ,1
Administrator of the trading floor,ISTJ,1
Administrator of the trading floor,ISTJ,1
Administrator of the trading floor,ISTJ,0
Administrator of the trading floor,ISTJ,0
Administrator of the trading floor,ISTJ,0
Administrator of the trading floor,ISTJ,0
Administrator of the trading floor,ISTJ,0
Administrator of the trading floor,ISTJ,0
Administrator of the trading floor,ISTJ,0
Analyst,ISTJ,1
Analyst,ISTJ,1
Analyst,ISTJ,1
Analyst,ISTJ,1
Analyst,ISTJ,1
Analyst,ISTJ,1
Analyst,ISTJ,1
Analyst,ISTJ,1
Analyst,ISTJ,1
Analyst,ISTJ,1
Analyst,ISTJ,1
Analyst,ISTJ,1
Analyst,ISTJ,1
Analyst,ISTJ,1
Analyst,ISTJ,1
Analyst,ISTJ,1
Analyst,ISTJ,1
Analyst,ISTJ,1
Analyst,ISTJ,1
Analyst,ISTJ,1
Analyst,ISTJ,1
Analyst,ISTJ,1
Analyst,ISTJ,1
Analyst,ISTJ,1
Analyst,ISTJ,1
Analyst,ISTJ,0
Analyst,ISTJ,0
Analyst,ISTJ,0
Analyst,ISTJ,0
Analyst,ISTJ,0
Analyst,ISTJ,0
Analyst,ISTJ,0
Analyst,ISTJ,0
Analyst,ISTJ,0
Analyst,ISTJ,0
Analyst,ISTJ,0
Analyst,ISTJ,0
Analyst,ISTJ,0
Analyst,ISTJ,0
Analyst,ISTJ,0
Brand manager,ISTJ,1
Brand manager,ISTJ,1
Brand manager,ISTJ,1
Brand manager,ISTJ,1
Brand manager,ISTJ,0
Businessman,ISTJ,1
Businessman,ISTJ,1
Businessman,ISTJ,1
Businessman,ISTJ,1
Businessman,ISTJ,1
Businessman,ISTJ,1
Businessman,ISTJ,1
Businessman,ISTJ,1
Businessman,ISTJ,1
Businessman,ISTJ,1
Businessman,ISTJ,1
Businessman,ISTJ,1
Businessman,ISTJ,1
Businessman,ISTJ,1
Businessman,ISTJ,1
Businessman,ISTJ,1
Businessman,ISTJ,1
Businessman,ISTJ,1
Businessman,ISTJ,1
